Text,Label,Source,Sentiment,Predicted_Sentiment,Sentiment_Score
The steak and the shrimp are in my opinion the best entrees at GC.,1,Yelp,Positive,Positive,0.6369
I had the opportunity today to sample your amazing pizzas!,1,Yelp,Positive,Positive,0.784
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,Yelp,Negative,Neutral,0.0
The yellowtail carpaccio was melt in your mouth fresh.,1,Yelp,Positive,Positive,0.3182
I won't try going back there even if it's empty.,0,Yelp,Negative,Negative,-0.2023
"No, I'm going to eat the potato that I found some strangers hair in it.",0,Yelp,Negative,Neutral,0.0
Just spicy enough.. Perfect actually.,1,Yelp,Positive,Positive,0.5719
Last night was my second time dining here and I was so happy I decided to go back!,1,Yelp,Positive,Positive,0.7213
"not even a ""hello, we will be right with you.""",0,Yelp,Negative,Neutral,0.0
The desserts were a bit strange.,0,Yelp,Negative,Negative,-0.2023
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,Yelp,Positive,Positive,0.4927
"I really do recommend this place, you can go wrong with this donut place!",1,Yelp,Positive,Negative,-0.1565
Nice ambiance.,1,Yelp,Positive,Positive,0.4215
I would recommend saving room for this!,1,Yelp,Positive,Positive,0.4199
I guess maybe we went on an off night but it was disgraceful.,0,Yelp,Negative,Neutral,0.0
"However, my recent experience at this particular location was not so good.",0,Yelp,Negative,Negative,-0.464
"I know this is not like the other restaurants at all, something is very off here!",0,Yelp,Negative,Negative,-0.3404
AVOID THIS ESTABLISHMENT!,0,Yelp,Negative,Negative,-0.3595
I think this restaurant suffers from not trying hard enough.,0,Yelp,Negative,Negative,-0.4222
All of the tapas dishes were delicious!,1,Yelp,Positive,Positive,0.6114
I *heart* this place.,1,Yelp,Positive,Positive,0.6369
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,Yelp,Negative,Positive,0.6486
After two I felt disgusting.,0,Yelp,Negative,Negative,-0.5267
A good time!,1,Yelp,Positive,Positive,0.4926
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,Yelp,Positive,Positive,0.6369
Generous portions and great taste.,1,Yelp,Positive,Positive,0.8126
I will never go back to this place and will never ever recommended this place to anyone!,0,Yelp,Negative,Negative,-0.2225
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,Yelp,Negative,Neutral,0.0
Food was delicious!,1,Yelp,Positive,Positive,0.6114
AN HOUR... seriously?,0,Yelp,Negative,Negative,-0.1779
I consider this theft.,0,Yelp,Negative,Neutral,0.0
Eew... This location needs a complete overhaul.,0,Yelp,Negative,Neutral,0.0
We recently witnessed her poor quality of management towards other guests as well.,0,Yelp,Negative,Negative,-0.25
Waited and waited and waited.,0,Yelp,Negative,Neutral,0.0
"He also came back to check on us regularly, excellent service.",1,Yelp,Positive,Positive,0.5719
Our server was super nice and checked on us many times.,1,Yelp,Positive,Positive,0.7717
"The pizza tasted old, super chewy in not a good way.",0,Yelp,Negative,Positive,0.3599
I swung in to give them a try but was deeply disappointed.,0,Yelp,Negative,Negative,-0.6798
Service was good and the company was better!,1,Yelp,Positive,Positive,0.7263
The staff are also very friendly and efficient.,1,Yelp,Positive,Positive,0.762
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,Yelp,Positive,Positive,0.6249
Boy was that sucker dry!!.,0,Yelp,Negative,Negative,-0.6103
Over rated.,0,Yelp,Negative,Neutral,0.0
"If you look for authentic Thai food, go else where.",0,Yelp,Negative,Neutral,0.0
Their steaks are 100% recommended!,1,Yelp,Positive,Positive,0.2714
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,Yelp,Negative,Neutral,0.0
Great food and great service in a clean and friendly setting.,1,Yelp,Positive,Positive,0.9337
"All in all, I can assure you I'll be back.",1,Yelp,Positive,Positive,0.34
I hate those things as much as cheap quality black olives.,0,Yelp,Negative,Negative,-0.5719
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,Yelp,Positive,Positive,0.8402
The kids play area is NASTY!,0,Yelp,Negative,Negative,-0.4981
Great place fo take out or eat in.,1,Yelp,Positive,Positive,0.6249
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,Yelp,Positive,Positive,0.7845
OMG I felt like I had never eaten Thai food until this dish.,1,Yelp,Positive,Positive,0.3612
"It was extremely ""crumby"" and pretty tasteless.",0,Yelp,Negative,Positive,0.5367
It was a pale color instead of nice and char and has NO flavor.,0,Yelp,Negative,Neutral,-0.0343
The croutons also taste homemade which is an extra plus.,1,Yelp,Positive,Neutral,0.0
I got home to see the driest damn wings ever!,0,Yelp,Negative,Negative,-0.4574
It'll be a regular stop on my trips to Phoenix!,1,Yelp,Positive,Negative,-0.3595
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,Yelp,Positive,Positive,0.9123
Not good for the money.,0,Yelp,Negative,Negative,-0.3412
I miss it and wish they had one in Philadelphia!,1,Yelp,Positive,Positive,0.3382
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,Yelp,Negative,Neutral,0.0
They also have the best cheese crisp in town.,1,Yelp,Positive,Positive,0.6369
"Good value, great food, great service.",1,Yelp,Positive,Positive,0.926
Couldn't ask for a more satisfying meal.,1,Yelp,Positive,Positive,0.5095
The food is good.,1,Yelp,Positive,Positive,0.4404
It was awesome.,1,Yelp,Positive,Positive,0.6249
I just wanted to leave.,0,Yelp,Negative,Negative,-0.0516
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,Yelp,Positive,Positive,0.4303
I will not be eating there again.,0,Yelp,Negative,Neutral,0.0
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,Yelp,Negative,Negative,-0.5242
I checked out this place a couple years ago and was not impressed.,0,Yelp,Negative,Negative,-0.3724
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,Yelp,Negative,Positive,0.4019
"Sorry, I will not be getting food from here anytime soon :(",0,Yelp,Negative,Negative,-0.4939
An absolute must visit!,1,Yelp,Positive,Neutral,0.0
The cow tongue and cheek tacos are amazing.,1,Yelp,Positive,Positive,0.5859
My friend did not like his Bloody Mary.,0,Yelp,Negative,Positive,0.5417
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,Yelp,Negative,Positive,0.0762
They really want to make your experience a good one.,1,Yelp,Positive,Positive,0.5413
I will not return.,0,Yelp,Negative,Neutral,0.0
I had the chicken Pho and it tasted very bland.,0,Yelp,Negative,Neutral,0.0
Very disappointing!!!,0,Yelp,Negative,Negative,-0.6563
The grilled chicken was so tender and yellow from the saffron seasoning.,1,Yelp,Positive,Neutral,0.0
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,Yelp,Negative,Neutral,-0.0286
Pretty awesome place.,1,Yelp,Positive,Positive,0.8074
Ambience is perfect.,1,Yelp,Positive,Positive,0.5719
Best of luck to the rude and non-customer service focused new management.,0,Yelp,Negative,Positive,0.7783
Any grandmother can make a roasted chicken better than this one.,0,Yelp,Negative,Positive,0.4404
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,Yelp,Negative,Negative,-0.3182
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,Yelp,Positive,Positive,0.915
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,Yelp,Positive,Positive,0.6588
The roast beef sandwich tasted really good!,1,Yelp,Positive,Positive,0.54
"Same evening, him and I are both drastically sick.",0,Yelp,Negative,Negative,-0.5106
High-quality chicken on the chicken Caesar salad.,1,Yelp,Positive,Neutral,0.0
Ordered burger rare came in we'll done.,0,Yelp,Negative,Neutral,0.0
We were promptly greeted and seated.,1,Yelp,Positive,Positive,0.2732
Tried to go here for lunch and it was a madhouse.,0,Yelp,Negative,Neutral,0.0
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,Yelp,Positive,Negative,-0.2846
"After waiting an hour and being seated, I was not in the greatest of moods.",0,Yelp,Negative,Negative,-0.5216
This is a good joint.,1,Yelp,Positive,Positive,0.4404
The Macarons here are insanely good.,1,Yelp,Positive,Positive,0.4404
I'm not eating here!,0,Yelp,Negative,Neutral,0.0
"Our waiter was very attentive, friendly, and informative.",1,Yelp,Positive,Positive,0.539
Maybe if they weren't cold they would have been somewhat edible.,0,Yelp,Negative,Neutral,0.0
This place has a lot of promise but fails to deliver.,0,Yelp,Negative,Negative,-0.4678
Very bad Experience!,0,Yelp,Negative,Negative,-0.623
What a mistake.,0,Yelp,Negative,Negative,-0.34
Food was average at best.,0,Yelp,Negative,Positive,0.6369
Great food.,1,Yelp,Positive,Positive,0.6249
We won't be going back anytime soon!,0,Yelp,Negative,Neutral,0.0
Very Very Disappointed ordered the $35 Big Bay Plater.,0,Yelp,Negative,Negative,-0.5678
Great place to relax and have an awesome burger and beer.,1,Yelp,Positive,Positive,0.9022
It is PERFECT for a sit-down family meal or get together with a few friends.,1,Yelp,Positive,Positive,0.8192
"Not much flavor to them, and very poorly constructed.",0,Yelp,Negative,Neutral,0.0
The patio seating was very comfortable.,1,Yelp,Positive,Positive,0.5563
The fried rice was dry as well.,0,Yelp,Negative,Positive,0.2732
Hands down my favorite Italian restaurant!,1,Yelp,Positive,Positive,0.5093
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,Yelp,Positive,Positive,0.0688
It was just not a fun experience.,1,Yelp,Positive,Negative,-0.4023
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,Yelp,Positive,Positive,0.8658
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,Yelp,Positive,Positive,0.7088
"Very convenient, since we were staying at the MGM!",1,Yelp,Positive,Neutral,0.0
The owners are super friendly and the staff is courteous.,1,Yelp,Positive,Positive,0.886
Both great!,1,Yelp,Positive,Positive,0.6588
Eclectic selection.,1,Yelp,Positive,Neutral,0.0
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,Yelp,Positive,Positive,0.8402
The staff was very attentive.,1,Yelp,Positive,Neutral,0.0
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,Yelp,Positive,Positive,0.5106
"The owner used to work at Nobu, so this place is really similar for half the price.",1,Yelp,Positive,Neutral,0.0
Google mediocre and I imagine Smashburger will pop up.,0,Yelp,Negative,Neutral,0.0
dont go here.,0,Yelp,Negative,Neutral,0.0
I promise they won't disappoint.,1,Yelp,Positive,Positive,0.5511
As a sushi lover avoid this place by all means.,0,Yelp,Negative,Positive,0.3818
What a great double cheeseburger!,1,Yelp,Positive,Positive,0.6588
Awesome service and food.,1,Yelp,Positive,Positive,0.6249
A fantastic neighborhood gem !!!,1,Yelp,Positive,Positive,0.6679
I can't wait to go back.,1,Yelp,Positive,Neutral,0.0
The plantains were the worst I've ever tasted.,0,Yelp,Negative,Negative,-0.6249
It's a great place and I highly recommend it.,1,Yelp,Positive,Positive,0.7841
Service was slow and not attentive.,0,Yelp,Negative,Neutral,0.0
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,Yelp,Positive,Positive,0.34
Your staff spends more time talking to themselves than me.,0,Yelp,Negative,Neutral,0.0
Dessert: Panna Cotta was amazing.,1,Yelp,Positive,Positive,0.5859
"Very good food, great atmosphere.1",1,Yelp,Positive,Positive,0.8204
Damn good steak.,1,Yelp,Positive,Positive,0.0516
Total brunch fail.,0,Yelp,Negative,Negative,-0.5829
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,Yelp,Positive,Positive,0.4767
"The decor is nice, and the piano music soundtrack is pleasant.",1,Yelp,Positive,Positive,0.7269
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,Yelp,Positive,Positive,0.6696
"Good food , good service .",1,Yelp,Positive,Positive,0.7003
It was absolutely amazing.,1,Yelp,Positive,Positive,0.624
"I probably won't be back, to be honest.",0,Yelp,Negative,Positive,0.5106
will definitely be back!,1,Yelp,Positive,Positive,0.4574
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,Yelp,Positive,Positive,0.7003
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,Yelp,Positive,Positive,0.7783
Went for lunch - service was slow.,0,Yelp,Negative,Neutral,0.0
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,Yelp,Negative,Negative,-0.4118
I was mortified.,0,Yelp,Negative,Neutral,0.0
"Needless to say, we will never be back here again.",0,Yelp,Negative,Neutral,0.0
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,Yelp,Negative,Positive,0.3182
"The chips that came out were dripping with grease, and mostly not edible.",0,Yelp,Negative,Neutral,0.0
